ts,client,client_ip,query,type,response,rcode,latency_ms
2026-03-13T18:59:00.088Z,FIN-WS22,10.24.18.41,fs-internal-02.halcyonmeridian.com,A,10.24.2.18,NOERROR,17
2026-03-13T18:59:01.770Z,MAC-DEV-06,10.88.44.75,halcyonmeridian.box.com,A,74.112.186.55,NOERROR,18
2026-03-13T18:59:17.687Z,MAC-DEV-19,10.88.44.119,teams.microsoft.com,A,52.113.194.132,NOERROR,2
2026-03-13T18:59:54.486Z,OPS-WS12,10.8.12.68,docs.google.com,A,142.250.72.78,NOERROR,17
2026-03-13T19:02:39.442Z,MAC-DEV-19,10.88.44.119,docs.google.com,A,142.250.72.78,NOERROR,6
2026-03-13T19:03:00.958Z,MAC-DEV-09,10.88.44.42,api.zoom.us,A,170.114.10.12,NOERROR,40
2026-03-13T19:03:28.113Z,FIN-WS16,10.24.18.104,swcdn.apple.com,A,17.253.144.20,NOERROR,3
2026-03-13T19:03:33.231Z,MAC-DEV-17,10.88.44.17,gitlab.halcyonmeridian.com,A,10.8.4.30,NOERROR,28
2026-03-13T19:04:26.446Z,SALES-WS22,10.42.7.97,files.pythonhosted.org,A,151.101.65.63,NOERROR,17
2026-03-13T19:04:33.112Z,FIN-WS27,10.24.18.61,crl.microsoft.com,A,23.53.35.18,NOERROR,18
2026-03-13T19:05:11.407Z,RSCH-JUP-04,10.55.72.10,portal.office.com,A,13.107.6.171,NOERROR,2
2026-03-13T19:05:22.034Z,FIN-WS27,10.24.18.61,api.zoom.us,A,170.114.10.12,NOERROR,3
2026-03-13T19:06:38.237Z,OPS-WS12,10.8.12.68,gitlab.halcyonmeridian.com,A,10.8.4.30,NOERROR,2
2026-03-13T19:06:52.775Z,MAC-DEV-04,10.88.44.31,registry-1.docker.io,A,34.194.164.123,NOERROR,8
2026-03-13T19:06:53.608Z,MAC-DEV-12,10.88.44.64,wiki.halcyonmeridian.com,A,10.8.12.30,NOERROR,21
2026-03-13T19:07:14.037Z,OPS-WS05,10.8.12.55,gitlab.halcyonmeridian.com,A,10.8.4.30,NOERROR,17
2026-03-13T19:07:14.137Z,HR-WS17,10.31.9.76,outlook.office.com,A,40.97.153.18,NOERROR,28
2026-03-13T19:07:57.363Z,MAC-DEV-17,10.88.44.17,objects.githubusercontent.com,A,185.199.109.133,NOERROR,10
2026-03-13T19:08:54.518Z,MAC-DEV-14,10.88.44.108,ssm.us-west-2.amazonaws.com,A,52.94.185.30,NOERROR,11
2026-03-13T19:10:19.933Z,HR-WS17,10.31.9.76,api.box.com,A,74.112.186.145,NOERROR,17
2026-03-13T19:10:54.635Z,MAC-DEV-06,10.88.44.75,api.box.com,A,74.112.186.145,NOERROR,17
2026-03-13T19:11:02.782Z,FIN-WS27,10.24.18.61,login.microsoftonline.com,A,20.190.128.26,NOERROR,2
2026-03-13T19:11:29.781Z,FIN-WS29,10.24.18.92,portal.office.com,A,13.107.6.171,NOERROR,7
2026-03-13T19:11:45.116Z,MAC-DEV-09,10.88.44.42,pypi.org,A,151.101.64.223,NOERROR,15
2026-03-13T19:11:57.440Z,SALES-WS22,10.42.7.97,crl.microsoft.com,A,23.53.35.18,NOERROR,12
2026-03-13T19:12:06.481Z,MAC-OPS-02,10.88.44.53,halcyonmeridian.box.com,A,74.112.186.55,NOERROR,10
2026-03-13T19:12:15.910Z,SALES-WS08,10.42.7.72,api.statuspage.io,A,104.192.143.25,NOERROR,20
2026-03-13T19:13:31.097Z,HR-WS17,10.31.9.76,registry-1.docker.io,A,44.208.254.194,NOERROR,8
2026-03-13T19:13:34.210Z,RSCH-JUP-03,10.55.72.9,docs.aws.amazon.com,A,18.160.18.12,NOERROR,7
2026-03-13T19:13:50.013Z,BLD-RUN-02,10.8.4.19,api.box.com,A,74.112.186.145,NOERROR,4
2026-03-13T19:13:50.296Z,BLD-RUN-03,10.8.4.20,objects.githubusercontent.com,A,185.199.109.133,NOERROR,12
2026-03-13T19:13:50.987Z,HR-WS11,10.31.9.58,drive.google.com,A,142.250.72.46,NOERROR,2
2026-03-13T19:14:11.294Z,FIN-WS22,10.24.18.41,ocsp.digicert.com,A,93.184.220.30,NOERROR,31
2026-03-13T19:15:24.285Z,OPS-WS12,10.8.12.68,ssm.us-west-2.amazonaws.com,A,52.94.184.30,NOERROR,12
2026-03-13T19:15:46.853Z,HR-WS17,10.31.9.76,zoom.us,A,170.114.52.3,NOERROR,12
2026-03-13T19:16:10.018Z,MAC-DEV-19,10.88.44.119,crl.microsoft.com,A,23.53.35.18,NOERROR,3
2026-03-13T19:16:28.324Z,MAC-DEV-21,10.88.44.97,files.pythonhosted.org,A,151.101.65.63,NOERROR,2
2026-03-13T19:16:33.456Z,OPS-WS12,10.8.12.68,raw.githubusercontent.com,A,185.199.109.133,NOERROR,10
2026-03-13T19:17:42.984Z,MAC-DEV-14,10.88.44.108,portal.office.com,A,13.107.6.171,NOERROR,7
2026-03-13T19:18:36.053Z,SALES-WS08,10.42.7.72,portal.office.com,A,13.107.9.171,NOERROR,40
2026-03-13T19:18:41.415Z,MAC-DEV-14,10.88.44.108,sts.us-west-2.amazonaws.com,A,52.94.176.11,NOERROR,5
2026-03-13T19:19:02.826Z,MAC-DEV-21,10.88.44.97,brew.sh,A,185.199.109.153,NOERROR,12
2026-03-13T19:19:03.717Z,FIN-WS27,10.24.18.61,halcyonmeridian.box.com,A,74.112.186.44,NOERROR,7
2026-03-13T19:20:41.690Z,MAC-DEV-04,10.88.44.31,teams-cache.corp.halcyonmeridian.com,A,-,NXDOMAIN,56
2026-03-13T19:21:13.939Z,RSCH-JUP-03,10.55.72.9,fs-internal-02.halcyonmeridian.com,A,10.24.2.18,NOERROR,13
2026-03-13T19:21:35.163Z,MAC-OPS-02,10.88.44.53,cdn.slack.com,A,18.160.10.14,NOERROR,8
2026-03-13T19:22:15.792Z,HR-WS09,10.31.9.44,ssm.us-west-2.amazonaws.com,A,52.94.184.30,NOERROR,26
2026-03-13T19:22:47.971Z,MAC-DESIGN-03,10.88.44.86,objects.githubusercontent.com,A,185.199.109.133,NOERROR,22
2026-03-13T19:23:01.539Z,SALES-WS14,10.42.7.61,objects.githubusercontent.com,A,185.199.109.133,NOERROR,3
2026-03-13T19:23:39.792Z,RSCH-JUP-03,10.55.72.9,fs-internal-02.halcyonmeridian.com,A,10.24.2.18,NOERROR,17
2026-03-13T19:23:49.752Z,RSCH-JUP-03,10.55.72.9,fs-internal-02.halcyonmeridian.com,A,10.24.2.18,NOERROR,56
2026-03-13T19:23:55.820Z,BLD-RUN-02,10.8.4.19,docs.aws.amazon.com,A,18.160.18.74,NOERROR,8
2026-03-13T19:24:25.412Z,SALES-WS08,10.42.7.72,atlassian.net,A,104.192.142.18,NOERROR,18
2026-03-13T19:25:41.231Z,OPS-WS05,10.8.12.55,api.box.com,A,74.112.186.144,NOERROR,13
2026-03-13T19:26:09.925Z,SALES-WS22,10.42.7.97,ocsp.digicert.com,A,93.184.220.30,NOERROR,8
2026-03-13T19:26:24.256Z,MAC-DEV-21,10.88.44.97,docker.io,A,44.208.254.194,NOERROR,8
2026-03-13T19:27:11.416Z,MAC-OPS-02,10.88.44.53,registry-1.docker.io,A,34.194.164.123,NOERROR,12
2026-03-13T19:27:52.123Z,BLD-RUN-02,10.8.4.19,crl.microsoft.com,A,23.53.35.18,NOERROR,10
2026-03-13T19:28:55.361Z,BLD-RUN-03,10.8.4.20,console.aws.amazon.com,A,54.239.28.85,NOERROR,4
2026-03-13T19:29:13.890Z,RSCH-JUP-04,10.55.72.10,pypi.org,A,151.101.0.223,NOERROR,16
2026-03-13T19:29:23.067Z,FIN-WS24,10.24.18.116,registry-1.docker.io,A,34.194.164.123,NOERROR,5
2026-03-13T19:29:49.624Z,FIN-WS24,10.24.18.116,registry-1.docker.io,A,34.194.164.123,NOERROR,27
2026-03-13T19:31:03.686Z,MAC-DEV-19,10.88.44.119,brew.sh,A,185.199.108.153,NOERROR,17
2026-03-13T19:31:24.132Z,MAC-DEV-09,10.88.44.42,windowsupdate.com,A,13.107.5.50,NOERROR,16
2026-03-13T19:31:56.038Z,MAC-DEV-12,10.88.44.64,github.com,A,140.82.112.4,NOERROR,17
2026-03-13T19:32:45.820Z,SALES-WS19,10.42.7.86,wiki.halcyonmeridian.com,A,10.8.12.30,NOERROR,15
2026-03-13T19:34:02.730Z,FIN-WS33,10.24.18.84,eks.us-west-2.amazonaws.com,A,52.94.181.22,NOERROR,19
2026-03-13T19:34:28.907Z,SEC-JUMP-01,10.3.8.12,halcyonmeridian.box.com,A,74.112.186.44,NOERROR,3
2026-03-13T19:35:32.260Z,FIN-WS27,10.24.18.61,halcyonmeridian.box.com,A,74.112.186.44,NOERROR,19
2026-03-13T19:35:49.635Z,FIN-WS33,10.24.18.84,api.github.com,A,140.82.112.5,NOERROR,8
2026-03-13T19:38:25.921Z,BLD-RUN-02,10.8.4.19,pypi.org,A,151.101.64.223,NOERROR,3
2026-03-13T19:39:00.187Z,OPS-WS12,10.8.12.68,splunk.halcyonmeridian.com,A,10.3.8.20,NOERROR,27
2026-03-13T19:39:11.997Z,HR-WS09,10.31.9.44,api.zoom.us,A,170.114.10.12,NOERROR,5
2026-03-13T19:39:18.281Z,MAC-DESIGN-03,10.88.44.86,build-cache-east.corp.halcyonmeridian.com,A,-,NXDOMAIN,39
2026-03-13T19:39:22.183Z,RSCH-JUP-03,10.55.72.9,pool-research.example,A,192.0.2.77,NOERROR,29
2026-03-13T19:39:25.870Z,MAC-OPS-02,10.88.44.53,portal.office.com,A,13.107.6.171,NOERROR,16
2026-03-13T19:39:36.841Z,MAC-DEV-06,10.88.44.75,login.microsoftonline.com,A,20.190.128.26,NOERROR,32
2026-03-13T19:39:50.987Z,MAC-DEV-09,10.88.44.42,s3.us-west-2.amazonaws.com,A,52.92.129.33,NOERROR,6
2026-03-13T19:40:01.577Z,HR-WS11,10.31.9.58,eks.us-west-2.amazonaws.com,A,52.94.180.22,NOERROR,71
2026-03-13T19:40:06.583Z,MAC-DEV-14,10.88.44.108,swcdn.apple.com,A,17.253.144.21,NOERROR,5
2026-03-13T19:40:17.570Z,FIN-WS22,10.24.18.41,objects.githubusercontent.com,A,185.199.108.133,NOERROR,14
2026-03-13T19:40:25.427Z,FIN-WS18,10.24.18.73,login.microsoftonline.com,A,20.190.128.26,NOERROR,5
2026-03-13T19:40:30.511Z,SALES-WS08,10.42.7.72,console.aws.amazon.com,A,54.239.28.85,NOERROR,25
2026-03-13T19:41:03.311Z,BLD-RUN-02,10.8.4.19,k8s-purpletest.lab,A,198.18.0.22,NOERROR,26
2026-03-13T19:41:04.080Z,BLD-RUN-02,10.8.4.19,auth-journey-check.net,A,198.18.0.23,NOERROR,5
2026-03-13T19:41:35.068Z,MAC-OPS-02,10.88.44.53,objects.githubusercontent.com,A,185.199.108.133,NOERROR,12
2026-03-13T19:42:14.321Z,FIN-WS29,10.24.18.92,docs.aws.amazon.com,A,18.160.18.74,NOERROR,3
2026-03-13T19:42:51.209Z,OPS-WS12,10.8.12.68,api.box.com,A,74.112.186.145,NOERROR,6
2026-03-13T19:43:48.469Z,FIN-WS24,10.24.18.116,github.com,A,140.82.112.4,NOERROR,5
2026-03-13T19:44:58.537Z,MAC-DEV-04,10.88.44.31,sts.us-west-2.amazonaws.com,A,52.94.177.11,NOERROR,4
2026-03-13T19:45:09.630Z,FIN-WS33,10.24.18.84,accounts.google.com,A,142.250.72.45,NOERROR,33
2026-03-13T19:45:17.344Z,BLD-RUN-03,10.8.4.20,login.microsoftonline.com,A,20.190.128.25,NOERROR,31
2026-03-13T19:45:41.348Z,MAC-DEV-04,10.88.44.31,api.github.com,A,140.82.112.5,NOERROR,9
2026-03-13T19:46:07.578Z,SALES-WS08,10.42.7.72,objects.githubusercontent.com,A,185.199.108.133,NOERROR,3
2026-03-13T19:46:21.537Z,MAC-DEV-12,10.88.44.64,ssm.us-west-2.amazonaws.com,A,52.94.184.30,NOERROR,11
2026-03-13T19:46:46.194Z,RSCH-JUP-03,10.55.72.9,pypi.org,A,151.101.64.223,NOERROR,18
2026-03-13T19:47:03.108Z,RSCH-JUP-04,10.55.72.10,halcyonmeridian.box.com,A,74.112.186.44,NOERROR,12
2026-03-13T19:47:10.848Z,RSCH-JUP-03,10.55.72.9,registry-1.docker.io,A,34.194.164.123,NOERROR,15
2026-03-13T19:47:22.768Z,MAC-DEV-21,10.88.44.97,splunk.halcyonmeridian.com,A,10.3.8.20,NOERROR,15
2026-03-13T19:47:52.944Z,OPS-WS12,10.8.12.68,fs-internal-02.halcyonmeridian.com,A,10.24.2.18,NOERROR,17
2026-03-13T19:47:58.096Z,MAC-DEV-09,10.88.44.42,registry.npmjs.org,A,104.16.24.34,NOERROR,3
2026-03-13T19:48:02.973Z,MAC-DESIGN-03,10.88.44.86,swcdn.apple.com,A,17.253.144.20,NOERROR,6
2026-03-13T19:48:07.081Z,MAC-DEV-19,10.88.44.119,sharepoint.com,A,13.107.137.10,NOERROR,2
2026-03-13T19:48:32.909Z,MAC-DEV-17,10.88.44.17,ssm.us-west-2.amazonaws.com,A,52.94.185.30,NOERROR,4
2026-03-13T19:48:42.416Z,MAC-OPS-02,10.88.44.53,inventory-old.corp.halcyonmeridian.com,A,-,NXDOMAIN,46
2026-03-13T19:49:31.037Z,FIN-WS16,10.24.18.104,portal.office.com,A,13.107.6.171,NOERROR,19
2026-03-13T19:49:43.767Z,FIN-WS31,10.24.18.52,splunk.halcyonmeridian.com,A,10.3.8.20,NOERROR,8
2026-03-13T19:50:10.315Z,SEC-JUMP-01,10.3.8.12,api.github.com,A,140.82.112.5,NOERROR,2
2026-03-13T19:50:18.242Z,OPS-WS12,10.8.12.68,pypi.org,A,151.101.0.223,NOERROR,9
2026-03-13T19:50:36.450Z,OPS-WS12,10.8.12.68,atlassian.net,A,104.192.143.18,NOERROR,3
2026-03-13T19:51:08.566Z,FIN-WS24,10.24.18.116,atlassian.net,A,104.192.142.18,NOERROR,29
2026-03-13T19:51:19.663Z,MAC-DEV-04,10.88.44.31,api.github.com,A,140.82.112.5,NOERROR,7
2026-03-13T19:51:40.040Z,RSCH-JUP-03,10.55.72.9,eks.us-west-2.amazonaws.com,A,52.94.180.22,NOERROR,10
2026-03-13T19:52:02.678Z,MAC-DEV-12,10.88.44.64,splunk.halcyonmeridian.com,A,10.3.8.20,NOERROR,6
2026-03-13T19:52:16.655Z,RSCH-JUP-04,10.55.72.10,ocsp.digicert.com,A,93.184.220.29,NOERROR,4
2026-03-13T19:53:03.489Z,SALES-WS08,10.42.7.72,login.microsoftonline.com,A,20.190.128.25,NOERROR,26
2026-03-13T19:54:21.291Z,MAC-DEV-19,10.88.44.119,registry-1.docker.io,A,34.194.164.123,NOERROR,13
2026-03-13T19:54:22.789Z,FIN-WS33,10.24.18.84,cdn.slack.com,A,18.160.10.83,NOERROR,40
2026-03-13T19:56:14.214Z,SALES-WS14,10.42.7.61,registry-1.docker.io,A,34.194.164.123,NOERROR,2
2026-03-13T19:56:36.083Z,MAC-DEV-19,10.88.44.119,sts.us-west-2.amazonaws.com,A,52.94.177.11,NOERROR,7
2026-03-13T19:57:21.644Z,HR-WS17,10.31.9.76,registry-1.docker.io,A,44.208.254.194,NOERROR,11
2026-03-13T19:57:56.171Z,MAC-DEV-21,10.88.44.97,docker.io,A,44.208.254.194,NOERROR,32
2026-03-13T19:58:35.917Z,RSCH-JUP-04,10.55.72.10,outlook.office.com,A,40.97.153.18,NOERROR,3
2026-03-13T19:59:05.193Z,SALES-WS19,10.42.7.86,halcyonmeridian.box.com,A,74.112.186.55,NOERROR,5
2026-03-13T19:59:44.604Z,MAC-DEV-17,10.88.44.17,portal.office.com,A,13.107.9.171,NOERROR,31
2026-03-13T20:00:32.438Z,MAC-DEV-17,10.88.44.17,fs-internal-02.halcyonmeridian.com,A,10.24.2.18,NOERROR,4
2026-03-13T20:01:45.574Z,FIN-WS27,10.24.18.61,s3.us-west-2.amazonaws.com,A,52.92.128.17,NOERROR,2
2026-03-13T20:01:46.753Z,BLD-RUN-03,10.8.4.20,pypi.org,A,151.101.64.223,NOERROR,9
2026-03-13T20:02:38.168Z,MAC-DEV-19,10.88.44.119,fs-internal-02.halcyonmeridian.com,A,10.24.2.18,NOERROR,2
2026-03-13T20:02:40.931Z,MAC-DEV-17,10.88.44.17,gist.githubusercontent.com,A,185.199.109.133,NOERROR,4
2026-03-13T20:03:10.253Z,MAC-DEV-19,10.88.44.119,github.com,A,140.82.112.4,NOERROR,8
2026-03-13T20:03:44.004Z,MAC-DEV-04,10.88.44.31,api.github.com,A,140.82.113.5,NOERROR,6
2026-03-13T20:04:02.992Z,HR-WS11,10.31.9.58,sts.us-west-2.amazonaws.com,A,52.94.176.11,NOERROR,18
2026-03-13T20:05:30.562Z,MAC-DESIGN-03,10.88.44.86,accounts.google.com,A,142.250.72.45,NOERROR,3
2026-03-13T20:06:07.396Z,FIN-WS27,10.24.18.61,fs-internal-02.halcyonmeridian.com,A,10.24.2.18,NOERROR,13
2026-03-13T20:06:23.313Z,MAC-DESIGN-03,10.88.44.86,swcdn.apple.com,A,17.253.144.20,NOERROR,6
2026-03-13T20:06:34.459Z,MAC-DEV-21,10.88.44.97,registry.npmjs.org,A,104.16.25.34,NOERROR,4
2026-03-13T20:06:35.054Z,MAC-DESIGN-03,10.88.44.86,objects.githubusercontent.com,A,185.199.109.133,NOERROR,7
2026-03-13T20:07:42.526Z,FIN-WS24,10.24.18.116,drive.google.com,A,142.250.72.14,NOERROR,13
2026-03-13T20:08:00.299Z,MAC-DEV-14,10.88.44.108,github.com,A,140.82.112.4,NOERROR,11
2026-03-13T20:09:07.163Z,MAC-OPS-02,10.88.44.53,splunk.halcyonmeridian.com,A,10.3.8.20,NOERROR,23
2026-03-13T20:09:08.417Z,MAC-DESIGN-03,10.88.44.86,outlook.office.com,A,40.97.153.18,NOERROR,6
2026-03-13T20:09:25.416Z,HR-WS09,10.31.9.44,eks.us-west-2.amazonaws.com,A,52.94.181.22,NOERROR,12
2026-03-13T20:09:32.203Z,MAC-DEV-12,10.88.44.64,atlassian.net,A,104.192.143.18,NOERROR,3
2026-03-13T20:09:33.058Z,SEC-JUMP-01,10.3.8.12,api.box.com,A,74.112.186.144,NOERROR,7
2026-03-13T20:10:18.357Z,SALES-WS19,10.42.7.86,api.statuspage.io,A,104.192.143.25,NOERROR,2
2026-03-13T20:10:44.102Z,MAC-DEV-17,10.88.44.17,ssm.us-west-2.amazonaws.com,A,52.94.185.30,NOERROR,13
2026-03-13T20:11:03.188Z,FIN-WS33,10.24.18.84,api.github.com,A,140.82.112.5,NOERROR,6
2026-03-13T20:12:35.906Z,MAC-DEV-12,10.88.44.64,slack.com,A,34.149.100.209,NOERROR,4
2026-03-13T20:13:07.803Z,FIN-WS18,10.24.18.73,graph.microsoft.com,A,20.190.128.12,NOERROR,7
2026-03-13T20:13:32.845Z,HR-WS17,10.31.9.76,accounts.google.com,A,142.250.72.13,NOERROR,9
2026-03-13T20:15:16.511Z,FIN-WS16,10.24.18.104,files.pythonhosted.org,A,151.101.65.63,NOERROR,2
2026-03-13T20:15:21.792Z,BLD-RUN-03,10.8.4.20,cdn.slack.com,A,18.160.10.14,NOERROR,3
2026-03-13T20:16:11.643Z,MAC-DEV-12,10.88.44.64,gitlab.halcyonmeridian.com,A,10.8.4.30,NOERROR,20
2026-03-13T20:16:16.762Z,SEC-JUMP-01,10.3.8.12,api.github.com,A,140.82.113.5,NOERROR,2
2026-03-13T20:16:32.060Z,MAC-DEV-17,10.88.44.17,swcdn.apple.com,A,17.253.144.20,NOERROR,23
2026-03-13T20:16:50.945Z,RSCH-JUP-04,10.55.72.10,api.statuspage.io,A,104.192.143.25,NOERROR,19
2026-03-13T20:18:23.222Z,SALES-WS14,10.42.7.61,windowsupdate.com,A,13.107.4.50,NOERROR,6
2026-03-13T20:18:35.471Z,FIN-WS18,10.24.18.73,github.com,A,140.82.113.4,NOERROR,17
2026-03-13T20:18:52.889Z,MAC-DEV-09,10.88.44.42,pypi.org,A,151.101.0.223,NOERROR,4
2026-03-13T20:19:00.480Z,MAC-DESIGN-03,10.88.44.86,mdm-checkin.corp.halcyonmeridian.com,A,-,SERVFAIL,41
2026-03-13T20:19:28.168Z,HR-WS11,10.31.9.58,api.statuspage.io,A,104.192.142.25,NOERROR,4
2026-03-13T20:19:49.354Z,HR-WS17,10.31.9.76,gitlab.halcyonmeridian.com,A,10.8.4.30,NOERROR,3
2026-03-13T20:20:04.206Z,SALES-WS08,10.42.7.72,cdn.slack.com,A,18.160.10.83,NOERROR,22
2026-03-13T20:21:02.220Z,RSCH-JUP-04,10.55.72.10,api.zoom.us,A,170.114.10.12,NOERROR,8
2026-03-13T20:21:05.567Z,SEC-JUMP-01,10.3.8.12,brew.sh,A,185.199.108.153,NOERROR,26
2026-03-13T20:21:07.171Z,MAC-DEV-14,10.88.44.108,windowsupdate.com,A,13.107.5.50,NOERROR,4
2026-03-13T20:21:37.791Z,HR-WS17,10.31.9.76,outlook.office.com,A,40.97.153.34,NOERROR,38
2026-03-13T20:21:56.823Z,FIN-WS24,10.24.18.116,upload.box.com,A,74.112.186.55,NOERROR,10
2026-03-13T20:22:03.574Z,MAC-DEV-14,10.88.44.108,crl.microsoft.com,A,23.53.35.18,NOERROR,8
2026-03-13T20:22:05.444Z,MAC-DEV-09,10.88.44.42,crl.microsoft.com,A,23.53.35.17,NOERROR,34
2026-03-13T20:22:20.214Z,SEC-JUMP-01,10.3.8.12,inventory-old.corp.halcyonmeridian.com,A,-,NXDOMAIN,29
2026-03-13T20:23:01.052Z,MAC-DEV-06,10.88.44.75,portal.office.com,A,13.107.9.171,NOERROR,5
2026-03-13T20:23:21.529Z,FIN-WS18,10.24.18.73,eks.us-west-2.amazonaws.com,A,52.94.181.22,NOERROR,3
2026-03-13T20:23:30.624Z,FIN-WS27,10.24.18.61,sts.us-west-2.amazonaws.com,A,52.94.177.11,NOERROR,2
2026-03-13T20:23:31.886Z,FIN-WS29,10.24.18.92,pypi.org,A,151.101.0.223,NOERROR,15
2026-03-13T20:24:40.110Z,FIN-WS16,10.24.18.104,crl.microsoft.com,A,23.53.35.17,NOERROR,5
2026-03-13T20:25:23.845Z,SALES-WS19,10.42.7.86,api.zoom.us,A,170.114.10.12,NOERROR,2
2026-03-13T20:26:21.054Z,SALES-WS19,10.42.7.86,apple.com,A,17.253.144.10,NOERROR,4
2026-03-13T20:26:50.121Z,HR-WS09,10.31.9.44,windowsupdate.com,A,13.107.5.50,NOERROR,3
2026-03-13T20:27:21.564Z,FIN-WS31,10.24.18.52,files.pythonhosted.org,A,151.101.1.63,NOERROR,11
2026-03-13T20:27:31.452Z,FIN-WS18,10.24.18.73,docker.io,A,34.194.164.123,NOERROR,12
2026-03-13T20:28:47.602Z,FIN-WS31,10.24.18.52,docker.io,A,34.194.164.123,NOERROR,6
2026-03-13T20:28:51.868Z,OPS-WS12,10.8.12.68,ocsp.digicert.com,A,93.184.220.30,NOERROR,3
2026-03-13T20:31:56.040Z,RSCH-JUP-03,10.55.72.9,registry-1.docker.io,A,34.194.164.123,NOERROR,5
2026-03-13T20:32:03.918Z,HR-WS11,10.31.9.58,pypi.org,A,151.101.0.223,NOERROR,14
2026-03-13T20:32:37.628Z,HR-WS17,10.31.9.76,graph.microsoft.com,A,20.190.128.11,NOERROR,44
2026-03-13T20:32:41.877Z,MAC-DEV-12,10.88.44.64,registry-1.docker.io,A,44.208.254.194,NOERROR,4
2026-03-13T20:32:50.243Z,SALES-WS14,10.42.7.61,eks.us-west-2.amazonaws.com,A,52.94.181.22,NOERROR,4
2026-03-13T20:33:25.407Z,FIN-WS29,10.24.18.92,objects.githubusercontent.com,A,185.199.109.133,NOERROR,9
2026-03-13T20:33:56.524Z,OPS-WS12,10.8.12.68,halcyonmeridian.box.com,A,74.112.186.44,NOERROR,15
2026-03-13T20:34:28.050Z,HR-WS09,10.31.9.44,splunk.halcyonmeridian.com,A,10.3.8.20,NOERROR,48
2026-03-13T20:34:47.042Z,FIN-WS24,10.24.18.116,eks.us-west-2.amazonaws.com,A,52.94.180.22,NOERROR,5
2026-03-13T20:34:51.831Z,OPS-WS05,10.8.12.55,accounts.google.com,A,142.250.72.13,NOERROR,3
2026-03-13T20:34:51.860Z,RSCH-JUP-03,10.55.72.9,portal.office.com,A,13.107.9.171,NOERROR,4
2026-03-13T20:35:20.962Z,MAC-DESIGN-03,10.88.44.86,fs-internal-02.halcyonmeridian.com,A,10.24.2.18,NOERROR,2
2026-03-13T20:35:41.270Z,FIN-WS18,10.24.18.73,sharepoint.com,A,13.107.136.10,NOERROR,9
2026-03-13T20:35:54.460Z,SALES-WS19,10.42.7.86,graph.microsoft.com,A,20.190.128.12,NOERROR,3
2026-03-13T20:35:58.780Z,MAC-DEV-19,10.88.44.119,crl.microsoft.com,A,23.53.35.17,NOERROR,42
2026-03-13T20:36:00.320Z,SALES-WS19,10.42.7.86,registry.npmjs.org,A,104.16.24.34,NOERROR,3
2026-03-13T20:36:32.831Z,MAC-DEV-19,10.88.44.119,fs-internal-02.halcyonmeridian.com,A,10.24.2.18,NOERROR,31
2026-03-13T20:37:16.996Z,MAC-DEV-09,10.88.44.42,docs.aws.amazon.com,A,18.160.18.12,NOERROR,12
2026-03-13T20:37:17.674Z,SALES-WS08,10.42.7.72,eks.us-west-2.amazonaws.com,A,52.94.181.22,NOERROR,7
2026-03-13T20:38:12.913Z,BLD-RUN-02,10.8.4.19,fs-internal-02.halcyonmeridian.com,A,10.24.2.18,NOERROR,23
2026-03-13T20:39:29.945Z,SALES-WS14,10.42.7.61,sharepoint.com,A,13.107.136.10,NOERROR,29
2026-03-13T20:39:52.306Z,HR-WS17,10.31.9.76,ssm.us-west-2.amazonaws.com,A,52.94.185.30,NOERROR,25
2026-03-13T20:41:53.934Z,BLD-RUN-03,10.8.4.20,api.github.com,A,140.82.112.5,NOERROR,4
2026-03-13T20:42:28.013Z,FIN-WS31,10.24.18.52,api.statuspage.io,A,104.192.142.25,NOERROR,10
2026-03-13T20:42:32.228Z,BLD-RUN-03,10.8.4.20,api.zoom.us,A,170.114.10.11,NOERROR,3
2026-03-13T20:42:50.414Z,SALES-WS19,10.42.7.86,zoom.us,A,170.114.52.3,NOERROR,25
2026-03-13T20:43:23.551Z,MAC-DESIGN-03,10.88.44.86,s3.us-west-2.amazonaws.com,A,52.92.128.17,NOERROR,13
2026-03-13T20:43:41.380Z,MAC-DEV-09,10.88.44.42,gist.githubusercontent.com,A,185.199.109.133,NOERROR,10
2026-03-13T20:43:51.142Z,MAC-DEV-21,10.88.44.97,console.aws.amazon.com,A,54.239.28.86,NOERROR,8
2026-03-13T20:44:34.503Z,MAC-DEV-12,10.88.44.64,accounts.google.com,A,142.250.72.13,NOERROR,6
2026-03-13T20:45:55.539Z,MAC-DEV-04,10.88.44.31,docs.aws.amazon.com,A,18.160.18.74,NOERROR,13
2026-03-13T20:46:04.867Z,SALES-WS08,10.42.7.72,github.com,A,140.82.113.4,NOERROR,5
2026-03-13T20:47:23.625Z,FIN-WS29,10.24.18.92,docker.io,A,44.208.254.194,NOERROR,9
2026-03-13T20:48:32.235Z,HR-WS17,10.31.9.76,api.github.com,A,140.82.113.5,NOERROR,7
2026-03-13T20:51:34.903Z,MAC-DEV-21,10.88.44.97,sts.us-west-2.amazonaws.com,A,52.94.177.11,NOERROR,8
2026-03-13T20:52:00.790Z,FIN-WS16,10.24.18.104,api.github.com,A,140.82.113.5,NOERROR,7
2026-03-13T20:52:14.942Z,SALES-WS22,10.42.7.97,portal.office.com,A,13.107.6.171,NOERROR,9
2026-03-13T20:52:57.535Z,SALES-WS19,10.42.7.86,halcyonmeridian.box.com,A,74.112.186.55,NOERROR,30
